,Group1,res,method,operation,output,label,pattern,Group2,Group3,analysis,name,dec,rnd,disp
3547,Xanomeline High Dose,20,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,DIABP,Week 12,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,20,20
3548,Xanomeline High Dose,27,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,DIABP,Week 16,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,27,27
3549,Xanomeline High Dose,28,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,DIABP,Week 2,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,28,28
3550,Xanomeline High Dose,28,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,DIABP,Week 20,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,28,28
3551,Xanomeline High Dose,22,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,DIABP,Week 24,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,22,22
3552,Xanomeline High Dose,20,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,DIABP,Week 26,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,20,20
3553,Xanomeline High Dose,26,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,DIABP,Week 4,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,26,26
3554,Xanomeline High Dose,20,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,DIABP,Week 6,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,20,20
3555,Xanomeline High Dose,22,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,DIABP,Week 8,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,22,22
3556,Xanomeline High Dose,0,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,PULSE,Baseline,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,0,0
3557,Xanomeline High Dose,NA,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,PULSE,End of Treatment,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,NA,NA
3558,Xanomeline High Dose,28,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,PULSE,Week 12,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,28,28
3559,Xanomeline High Dose,32,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,PULSE,Week 16,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,32,32
3560,Xanomeline High Dose,32,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,PULSE,Week 2,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,32,32
3561,Xanomeline High Dose,30,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,PULSE,Week 20,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,30,30
3562,Xanomeline High Dose,20,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,PULSE,Week 24,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,20,20
3563,Xanomeline High Dose,24,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,PULSE,Week 26,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,24,24
3564,Xanomeline High Dose,36,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,PULSE,Week 4,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,36,36
3565,Xanomeline High Dose,NA,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,PULSE,Week 6,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,NA,NA
3566,Xanomeline High Dose,26,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,PULSE,Week 8,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,26,26
3567,Xanomeline High Dose,0,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,SYSBP,Baseline,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,0,0
3568,Xanomeline High Dose,NA,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,SYSBP,End of Treatment,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,NA,NA
3569,Xanomeline High Dose,35,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,SYSBP,Week 12,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,35,35
3570,Xanomeline High Dose,45,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,SYSBP,Week 16,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,45,45
3571,Xanomeline High Dose,40,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,SYSBP,Week 2,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,40,40
3572,Xanomeline High Dose,45,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,SYSBP,Week 20,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,45,45
3573,Xanomeline High Dose,42,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,SYSBP,Week 24,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,42,42
3574,Xanomeline High Dose,34,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,SYSBP,Week 26,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,34,34
3575,Xanomeline High Dose,40,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,SYSBP,Week 4,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,40,40
3576,Xanomeline High Dose,NA,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,SYSBP,Week 6,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,NA,NA
3577,Xanomeline High Dose,50,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,SYSBP,Week 8,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,50,50
3578,Xanomeline High Dose,0,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,TEMP,Baseline,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,0,0
3579,Xanomeline High Dose,0.89,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,TEMP,End of Treatment,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,1,1
3580,Xanomeline High Dose,1.06,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,TEMP,Week 12,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,1,1
3581,Xanomeline High Dose,1.11,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,TEMP,Week 16,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,1,1
3582,Xanomeline High Dose,1.11,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,TEMP,Week 2,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,1,1
3583,Xanomeline High Dose,1.12,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,TEMP,Week 20,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,1,1
3584,Xanomeline High Dose,1.22,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,TEMP,Week 24,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,1,1
3585,Xanomeline High Dose,0.89,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,TEMP,Week 26,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,1,1
3586,Xanomeline High Dose,0.78,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,TEMP,Week 4,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,1,1
3587,Xanomeline High Dose,0.89,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,TEMP,Week 6,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,1,1
3588,Xanomeline High Dose,1,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,TEMP,Week 8,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,1,1
3589,Xanomeline High Dose,0,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,WEIGHT,Baseline,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,0,0
3590,Xanomeline High Dose,36.97,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,WEIGHT,End of Treatment,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,37,37
3591,Xanomeline High Dose,32.66,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,WEIGHT,Week 12,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,33,33
3592,Xanomeline High Dose,33.12,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,WEIGHT,Week 16,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,33,33
3593,Xanomeline High Dose,34.48,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,WEIGHT,Week 2,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,34,34
3594,Xanomeline High Dose,33.12,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,WEIGHT,Week 20,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,33,33
3595,Xanomeline High Dose,33.34,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,WEIGHT,Week 24,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,33,33
3596,Xanomeline High Dose,36.97,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,WEIGHT,Week 26,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,37,37
3597,Xanomeline High Dose,34.02,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,WEIGHT,Week 4,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,34,34
3598,Xanomeline High Dose,34.93,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,WEIGHT,Week 6,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,35,35
3599,Xanomeline High Dose,33.12,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_8_Max,Out14-3-3-1a,Max,XX,WEIGHT,Week 8,An08_02_ChgBl_Summ_ByTrt,"Summary of Change from Baseline by Treatment, Parameter and Visit",0,33,33
3600,Placebo,86,Mth01_CatVar_Count_ByGrp,Mth01_CatVar_Count_ByGrp_1_n,Out14-3-3-1b,n,(N=XX),,,An01_05_SAF_Summ_ByTrt,Summary of Subjects by Treatment,0,86,(N=86)
3601,Xanomeline High Dose,84,Mth01_CatVar_Count_ByGrp,Mth01_CatVar_Count_ByGrp_1_n,Out14-3-3-1b,n,(N=XX),,,An01_05_SAF_Summ_ByTrt,Summary of Subjects by Treatment,0,84,(N=84)
3602,Xanomeline Low Dose,84,Mth01_CatVar_Count_ByGrp,Mth01_CatVar_Count_ByGrp_1_n,Out14-3-3-1b,n,(N=XX),,,An01_05_SAF_Summ_ByTrt,Summary of Subjects by Treatment,0,84,(N=84)
3603,Placebo,255,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,DIABP,Baseline,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,255,255
3604,Placebo,246,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,DIABP,End of Treatment,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,246,246
3605,Placebo,207,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,DIABP,Week 12,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,207,207
3606,Placebo,204,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,DIABP,Week 16,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,204,204
3607,Placebo,252,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,DIABP,Week 2,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,252,252
3608,Placebo,198,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,DIABP,Week 20,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,198,198
3609,Placebo,177,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,DIABP,Week 24,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,177,177
3610,Placebo,174,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,DIABP,Week 26,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,174,174
3611,Placebo,246,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,DIABP,Week 4,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,246,246
3612,Placebo,228,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,DIABP,Week 6,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,228,228
3613,Placebo,219,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,DIABP,Week 8,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,219,219
3614,Placebo,255,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,PULSE,Baseline,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,255,255
3615,Placebo,246,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,PULSE,End of Treatment,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,246,246
3616,Placebo,207,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,PULSE,Week 12,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,207,207
3617,Placebo,204,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,PULSE,Week 16,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,204,204
3618,Placebo,252,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,PULSE,Week 2,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,252,252
3619,Placebo,198,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,PULSE,Week 20,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,198,198
3620,Placebo,177,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,PULSE,Week 24,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,177,177
3621,Placebo,174,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,PULSE,Week 26,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,174,174
3622,Placebo,246,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,PULSE,Week 4,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,246,246
3623,Placebo,228,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,PULSE,Week 6,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,228,228
3624,Placebo,219,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,PULSE,Week 8,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,219,219
3625,Placebo,255,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,SYSBP,Baseline,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,255,255
3626,Placebo,246,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,SYSBP,End of Treatment,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,246,246
3627,Placebo,207,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,SYSBP,Week 12,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,207,207
3628,Placebo,204,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,SYSBP,Week 16,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,204,204
3629,Placebo,252,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,SYSBP,Week 2,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,252,252
3630,Placebo,198,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,SYSBP,Week 20,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,198,198
3631,Placebo,177,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,SYSBP,Week 24,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,177,177
3632,Placebo,174,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,SYSBP,Week 26,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,174,174
3633,Placebo,246,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,SYSBP,Week 4,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,246,246
3634,Placebo,228,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,SYSBP,Week 6,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,228,228
3635,Placebo,219,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,SYSBP,Week 8,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,219,219
3636,Placebo,86,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,TEMP,Baseline,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,86,86
3637,Placebo,82,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,TEMP,End of Treatment,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,82,82
3638,Placebo,69,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,TEMP,Week 12,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,69,69
3639,Placebo,68,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,TEMP,Week 16,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,68,68
3640,Placebo,83,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,TEMP,Week 2,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,83,83
3641,Placebo,64,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,TEMP,Week 20,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,64,64
3642,Placebo,57,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,TEMP,Week 24,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,57,57
3643,Placebo,58,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,TEMP,Week 26,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,58,58
3644,Placebo,81,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,TEMP,Week 4,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,81,81
3645,Placebo,76,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,TEMP,Week 6,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,76,76
3646,Placebo,73,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,TEMP,Week 8,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,73,73
3647,Placebo,86,Mth02_ContVar_Summ_ByGrp,Mth02_ContVar_Summ_ByGrp_1_n,Out14-3-3-1b,n,XX,WEIGHT,Baseline,An08_01_Obs_Summ_ByTrt,"Summary of Observed Value by Treatment, Parameter and Visit",0,86,86
